food_id	food_name	Protein	Lipid	Carbohydrate	Energy
16034	Beans, kidney, red, mature seeds, canned, solids and liquids	5.22	0.36	14.83	81
16041	Beans, pink, mature seeds, cooked, boiled, without salt	9.06	0.49	27.91	149
16043	Beans, pinto, mature seeds, cooked, boiled, without salt	9.01	0.65	26.22	143
16048	Beans, yellow, mature seeds, cooked, boiled, without salt	9.16	1.08	25.28	144
16050	Beans, white, mature seeds, cooked, boiled, without salt	9.73	0.35	25.09	139
16053	Broadbeans (fava beans), mature seeds, cooked, boiled, without salt	7.6	0.4	19.65	110
16056	Chickpeas (garbanzo beans, bengal gram), mature seeds, raw	20.47	6.04	62.95	378
16057	Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt	8.86	2.59	27.42	164
16063	Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, without salt	7.73	0.53	20.76	116
16069	Lentils, raw	24.63	1.06	63.35	352
16070	Lentils, mature seeds, cooked, boiled, without salt	9.02	0.38	20.13	116
16072	Lima beans, large, mature seeds, cooked, boiled, without salt	7.8	0.38	20.88	115
16081	Mung beans, mature seeds, cooked, boiled, without salt	7.02	0.38	19.15	105
16082	Noodles, chinese, cellophane or long rice (mung beans), dehydrated	0.16	0.06	86.09	351
16086	Peas, split, mature seeds, cooked, boiled, without salt	8.34	0.39	21.1	118
16087	Peanuts, all types, raw	25.8	49.24	16.13	567
16088	Peanuts, all types, cooked, boiled, with salt	13.5	22.01	21.26	318
16089	Peanuts, all types, oil-roasted, with salt	28.03	52.5	15.26	599
16090	Peanuts, all types, dry-roasted, with salt	24.35	49.66	21.26	587
7906	Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium	12.5	25.1	3.4	293
16099	Peanut flour, defatted	52.2	0.55	34.7	327
7908	Luncheon meat, pork with ham, minced, canned, includes Spam (Hormel)	13.4	26.6	4.6	315
16098	Peanut butter, smooth style, with salt	22.5	51.1	22.3	639
16103	Refried beans, canned, traditional style	4.98	2.01	13.55	90
16104	Bacon, meatless	11.69	29.52	5.31	309
16107	Sausage, meatless	20.28	18.16	8.09	255
16109	Soybeans, mature cooked, boiled, without salt	18.21	8.97	8.36	172
16110	Soybeans, mature seeds, roasted, salted	38.55	25.4	30.22	469
7919	Sausage, turkey, breakfast links, mild, raw	16.7	10.4	0.93	164
16112	Miso	12.79	6.01	25.37	198
16113	Natto	19.4	11.0	12.68	211
16115	Flour, soy, full-fat	38.6	20.7	27.9	452
16117	Flour, soy, defatted	51.1	3.33	32.9	366
16122	Soy protein isolate	88.32	3.39	0.0	335
16123	Soy sauce made from soy and wheat (shoyu)	8.14	0.57	4.93	53
16127	Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)	7.17	3.69	1.18	61
16129	Tofu, fried	18.82	20.18	8.86	270
16139	Soymilk, original and vanilla, with added calcium, vitamins A and D	2.6	1.47	4.92	43
7951	Scrapple, pork	8.06	13.87	14.06	213
7954	Sausage, breakfast sausage, beef, pre-cooked, unprepared	13.3	28.7	3.37	341
16147	Veggie burgers or soyburgers, unprepared	15.7	6.3	14.27	177
16149	Peanut spread, reduced sugar	24.8	54.89	14.23	650
16150	Peanut butter, smooth, reduced fat	25.9	34.0	35.65	520
7961	Chicken breast, deli, rotisserie seasoned, sliced, prepackaged	17.4	1.86	2.92	98
7962	Frankfurter, meat and poultry, unheated	9.72	24.18	5.02	277
16155	Peanut butter, smooth, vitamin and mineral fortified	25.72	50.81	18.75	591
16158	Hummus, commercial	7.35	17.1	14.9	243
7966	Pork sausage, link/patty, reduced fat, cooked, pan-fried	20.94	20.32	0.15	267
7968	Kielbasa, fully cooked, grilled	12.45	29.68	5.03	337
7971	Bologna, meat and poultry	10.34	23.77	6.31	281
7973	Bacon, turkey, microwaved	29.5	25.87	4.24	368
7974	Bacon, turkey, low sodium	13.33	20.0	4.8	253
7976	Sausage, chicken or turkey, Italian style,  lower sodium	21.43	4.46	14.25	183
16222	Soy milk, unsweetened, plain, shelf stable	3.55	2.12	1.29	38
999291	Fiber, total dietary, as ingredient	0.0	0.0	0.0	0
999301	Calcium as ingredient	0.0	0.0	0.0	0
999303	Iron as ingredient	0.0	0.0	0.0	0
8084	Cereals ready-to-eat, wheat germ, toasted, plain	29.1	10.7	49.6	382
8090	Cereals, corn grits, white, regular and quick, enriched, dry	7.65	1.75	79.09	370
8092	Cereals, QUAKER, corn grits, instant, plain, dry	7.31	2.14	78.42	343
999328	Vitamin D as ingredient	0.0	0.0	0.0	0
8100	Cereals, CREAM OF RICE, dry	6.3	0.5	82.4	370
8102	Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry	10.5	1.5	76.5	370
8106	Cereals, CREAM OF WHEAT, instant, dry	10.6	1.4	75.5	366
8120	Cereals, oats, regular and quick, not fortified, dry	13.15	6.52	67.7	379
8122	Cereals, oats, instant, fortified, plain, dry	11.92	6.9	69.52	362
16316	Beans, black, mature seeds, canned, low sodium	6.03	0.29	16.55	91
16326	Beans, great northern, mature seeds, canned, low sodium	7.37	0.39	21.02	114
8144	Cereals, whole wheat hot natural cereal, dry	11.2	2.0	75.2	342
16337	Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium	5.22	0.36	14.83	81
16347	Beans, pinto, mature seeds, canned, solids and liquids, low sodium	4.6	0.56	15.18	82
16360	Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium	4.92	1.95	13.49	88
999401	Vitamin C as ingredient	0.0	0.0	0.0	0
